date,gwl,pr,tm
1986-09-21,193.03,0.0,12.513666
1986-09-28,193.01,0.0,10.117445
1986-10-05,192.98,0.57576215,9.996788
1986-10-12,192.98,0.0,10.668775
1986-10-19,192.98,11.638297,7.1099033
1986-10-26,193.0,1.4293551,6.559229
1986-11-02,193.04,0.10164142,3.0461476
1986-11-09,193.03,0.0,3.8772328
1986-11-16,193.01,0.65642893,9.540837
1986-11-23,193.01,1.1531831,3.7708125
1986-11-30,192.99,0.0,1.2592885
1986-12-07,192.99,0.188432,2.3200994
1986-12-14,192.97,2.2351158,2.2752185
1986-12-21,192.99,2.3335066,-3.4273956
1986-12-28,193.1,27.5234,1.9853206
1987-01-04,193.25,10.194457,-3.518083
1987-01-11,193.12,2.29692,-15.575031
1987-01-18,193.05,0.012779632,-11.241221
1987-01-25,193.12,5.211056,0.18523201
1987-02-01,193.03,0.0,-7.628434
1987-02-08,193.2,14.870662,1.7186539
1987-02-15,193.12,9.742004,-0.94226
1987-02-22,193.06,0.7540204,-2.1228113
1987-03-01,193.13,3.3790126,-2.1394248
1987-03-08,193.06,0.015834175,-6.8541145
1987-03-15,193.03,9.868609,-2.4521227
1987-03-22,193.05,1.3672191,-0.77537733
1987-03-29,193.1,2.516553,1.2232329
1987-04-05,193.1,0.7537516,5.11577
1987-04-12,193.09,1.7998886,3.3763592
1987-04-19,193.07,6.8958797,11.866638
1987-04-26,193.05,0.0009087882,10.4243355
1987-05-03,193.04,21.90293,5.943941
1987-05-10,193.03,1.756531,9.45457
1987-05-17,193.02,0.0039672595,7.6217017
1987-05-24,193.02,0.0045011532,11.933604
1987-05-31,193.02,4.527267,11.813595
1987-06-07,193.04,1.4423563,15.23
1987-06-14,193.04,0.46124294,12.107149
1987-06-21,193.04,0.02346513,9.587363
1987-06-28,193.02,0.21998517,18.634768
1987-07-05,193.02,0.0,16.475113
1987-07-12,193.0,0.0,16.637915
1987-07-19,192.97,0.18528149,16.552889
1987-07-26,193.0,5.9840717,9.454587
1987-08-02,193.02,5.6390476,12.383793
